id_a,character_a,id_b,character_b,similarity,collision_risk,recommended_fix
godie-h01u,呂布奉先,godie-ogld,黑人牙膏,0.0253,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-o02p,初音,0.0251,acceptable,
community-review-19-20260907,桐谷和人,godie-emns,夜神月,0.0251,acceptable,
b2-elma,艾爾瑪,community-review-05-20260907,洛克人,0.0250,acceptable,
community-review-27-20260907,庫洛魔法使,godie-u00v,基廉列克,0.0249,acceptable,
community-review-25-20260907,一拳超人,godie-ogld,黑人牙膏,0.0248,acceptable,
godie-edem,宇智波佐助,godie-h02u,草泥馬,0.0247,acceptable,
godie-h020,莉娜因巴斯,godie-u00l,拳四郎,0.0247,acceptable,
b2-guts,凱茲,godie-e00w,櫻綻剎那,0.0245,acceptable,
b2-bojji,波吉,godie-e002,Saber,0.0244,acceptable,
godie-e008,夏娜,godie-ubal,巴恩大魔王,0.0244,acceptable,
b2-goblin,哥布林殺手,godie-orkn,臭作,0.0243,acceptable,
godie-hpb1,蒼月潮,godie-u00v,基廉列克,0.0243,acceptable,
b2-nube,鵺野鳴介,godie-o00l,傑洛士,0.0242,acceptable,
community-review-13-20260907,朝田詩乃,godie-u00j,賽菲洛斯,0.0242,acceptable,
community-review-20-20260907,御坂美琴,godie-e00r,初號機,0.0241,acceptable,
b2-rin,遠坂凜,godie-e00w,櫻綻剎那,0.0240,acceptable,
godie-hart,克勞德,godie-u00k,死之王,0.0240,acceptable,
b2-zenitsu,我妻善逸,godie-ogld,黑人牙膏,0.0239,acceptable,
community-review-22-20260907,菜月昴,godie-edem,宇智波佐助,0.0239,acceptable,
godie-h02r,妙蛙花,godie-hvsh,Rider,0.0239,acceptable,
godie-e00r,初號機,godie-n00p,南野秀一,0.0237,acceptable,
community-review-05-20260907,洛克人,godie-u00v,基廉列克,0.0236,acceptable,
godie-h020,莉娜因巴斯,godie-ofar,皮卡丘,0.0236,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-u010,飛影,0.0235,acceptable,
community-review-01-20260907,武藤遊戲,godie-n00b,哆拉A夢,0.0234,acceptable,
godie-h02r,妙蛙花,godie-nplh,麻倉葉,0.0234,acceptable,
community-review-27-20260907,庫洛魔法使,godie-e007,天地志狼,0.0232,acceptable,
godie-ofar,皮卡丘,godie-u00v,基廉列克,0.0232,acceptable,
godie-h02r,妙蛙花,godie-u00l,拳四郎,0.0231,acceptable,
godie-h02r,妙蛙花,godie-u01u,索隆,0.0231,acceptable,
godie-h02u,草泥馬,godie-u00l,拳四郎,0.0231,acceptable,
godie-ofar,皮卡丘,godie-osam,殺生丸,0.0231,acceptable,
community-review-23-20260907,坂田銀時,godie-o00x,悟空,0.0230,acceptable,
godie-h02u,草泥馬,godie-n00b,哆拉A夢,0.0229,acceptable,
godie-e00k,安云,godie-emns,夜神月,0.0228,acceptable,
b2-kumoko,蜘蛛子,godie-orkn,臭作,0.0227,acceptable,
community-review-18-20260907,吉爾伽美什,godie-h02u,草泥馬,0.0227,acceptable,
community-review-15-20260907,比利海靈頓,godie-orkn,臭作,0.0226,acceptable,
godie-n01c,勇者小呆,godie-ofar,皮卡丘,0.0226,acceptable,
godie-h02r,妙蛙花,godie-ubal,巴恩大魔王,0.0225,acceptable,
godie-hpb1,蒼月潮,godie-n00b,哆拉A夢,0.0225,acceptable,
godie-o00l,傑洛士,godie-u00v,基廉列克,0.0225,acceptable,
community-review-15-20260907,比利海靈頓,godie-hpal,藤井八雲,0.0224,acceptable,
b2-kumoko,蜘蛛子,community-review-25-20260907,一拳超人,0.0222,acceptable,
b2-rem,蕾姆,godie-u01u,索隆,0.0222,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-u01u,索隆,0.0221,acceptable,
godie-ofar,皮卡丘,godie-ogld,黑人牙膏,0.0221,acceptable,
community-review-01-20260907,武藤遊戲,godie-h02r,妙蛙花,0.0220,acceptable,
community-review-23-20260907,坂田銀時,community-review-33-20260907,近衛刀太,0.0220,acceptable,
community-review-24-20260907,奇犽,godie-u00v,基廉列克,0.0220,acceptable,
community-review-04-20260907,空條承太郎,godie-nplh,麻倉葉,0.0219,acceptable,
b2-bojji,波吉,godie-huth,魔人普烏,0.0218,acceptable,
b2-goblin,哥布林殺手,b2-kumoko,蜘蛛子,0.0218,acceptable,
b2-goblin,哥布林殺手,godie-h00l,林克,0.0218,acceptable,
godie-h02r,妙蛙花,godie-o02p,初音,0.0216,acceptable,
b2-haga,羽賀,godie-o00x,悟空,0.0215,acceptable,
godie-hart,克勞德,godie-u00v,基廉列克,0.0215,acceptable,
godie-hvwd,桔梗,godie-u01u,索隆,0.0213,acceptable,
b2-maple,梅普露,godie-ogld,黑人牙膏,0.0212,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,community-review-23-20260907,坂田銀時,0.0212,acceptable,
community-review-19-20260907,桐谷和人,godie-u00v,基廉列克,0.0212,acceptable,
b2-goblin,哥布林殺手,godie-u00v,基廉列克,0.0211,acceptable,
b2-matthias,馬提亞斯,community-review-15-20260907,比利海靈頓,0.0211,acceptable,
b2-matthias,馬提亞斯,godie-emns,夜神月,0.0211,acceptable,
b2-nube,鵺野鳴介,godie-hvsh,Rider,0.0211,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-u00v,基廉列克,0.0211,acceptable,
community-review-08-20260907,米卡莎,godie-h02u,草泥馬,0.0210,acceptable,
godie-n00b,哆拉A夢,godie-n00p,南野秀一,0.0210,acceptable,
godie-u00k,死之王,godie-u00v,基廉列克,0.0210,acceptable,
b2-zenitsu,我妻善逸,godie-u00v,基廉列克,0.0209,acceptable,
godie-h02r,妙蛙花,godie-u00v,基廉列克,0.0209,acceptable,
godie-h02u,草泥馬,godie-hvsh,Rider,0.0209,acceptable,
community-review-34-20260907,高速婆婆,godie-nplh,麻倉葉,0.0208,acceptable,
b2-maple,梅普露,godie-h00l,林克,0.0207,acceptable,
godie-e00w,櫻綻剎那,godie-u00n,蒙其.D.魯夫,0.0207,acceptable,
b2-takopi,章魚嗶,godie-e001,龍宮禮奈,0.0206,acceptable,
community-review-12-20260907,衛宮士郎,godie-u00v,基廉列克,0.0206,acceptable,
community-review-24-20260907,奇犽,godie-huth,魔人普烏,0.0206,acceptable,
godie-e002,Saber,godie-edem,宇智波佐助,0.0206,acceptable,
godie-nplh,麻倉葉,godie-u01u,索隆,0.0206,acceptable,
b2-nube,鵺野鳴介,godie-h02r,妙蛙花,0.0205,acceptable,
community-review-02-20260907,八神庵,community-review-20-20260907,御坂美琴,0.0205,acceptable,
community-review-04-20260907,空條承太郎,godie-h00l,林克,0.0205,acceptable,
godie-efur,揍敵客大家長－揍敵客桀諾,godie-h02r,妙蛙花,0.0205,acceptable,
godie-h02u,草泥馬,godie-nplh,麻倉葉,0.0205,acceptable,
godie-h02u,草泥馬,godie-u01u,索隆,0.0205,acceptable,
godie-e00w,櫻綻剎那,godie-huth,魔人普烏,0.0204,acceptable,
godie-h02r,妙蛙花,godie-n01c,勇者小呆,0.0204,acceptable,
godie-e00k,安云,godie-u00v,基廉列克,0.0203,acceptable,
b2-rem,蕾姆,godie-u010,飛影,0.0202,acceptable,
godie-h020,莉娜因巴斯,godie-h02r,妙蛙花,0.0201,acceptable,
b2-luckyman,幸運超人,godie-h02u,草泥馬,0.0199,acceptable,
community-review-15-20260907,比利海靈頓,godie-e00w,櫻綻剎那,0.0199,acceptable,
godie-h00l,林克,godie-u00v,基廉列克,0.0199,acceptable,
godie-n00b,哆拉A夢,godie-o02p,初音,0.0198,acceptable,
b2-matthias,馬提亞斯,godie-edem,宇智波佐助,0.0197,acceptable,
community-review-15-20260907,比利海靈頓,godie-hvsh,Rider,0.0197,acceptable,
godie-o00l,傑洛士,godie-u00k,死之王,0.0195,acceptable,
godie-h02u,草泥馬,godie-hapm,Berserker,0.0193,acceptable,
godie-ofar,皮卡丘,godie-u00h,鬼畜狂刀KYO,0.0192,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-emns,夜神月,0.0191,acceptable,
community-review-05-20260907,洛克人,godie-u01u,索隆,0.0190,acceptable,
b2-nube,鵺野鳴介,godie-hart,克勞德,0.0189,acceptable,
community-review-25-20260907,一拳超人,godie-u00v,基廉列克,0.0189,acceptable,
community-review-13-20260907,朝田詩乃,community-review-34-20260907,高速婆婆,0.0188,acceptable,
godie-efur,揍敵客大家長－揍敵客桀諾,godie-n00p,南野秀一,0.0188,acceptable,
community-review-20-20260907,御坂美琴,godie-ogld,黑人牙膏,0.0187,acceptable,
b2-nube,鵺野鳴介,godie-ofar,皮卡丘,0.0184,acceptable,
godie-emns,夜神月,godie-ofar,皮卡丘,0.0184,acceptable,
godie-h020,莉娜因巴斯,godie-h02u,草泥馬,0.0184,acceptable,
b2-goblin,哥布林殺手,godie-huth,魔人普烏,0.0183,acceptable,
b2-maple,梅普露,godie-ofar,皮卡丘,0.0180,acceptable,
godie-e001,龍宮禮奈,godie-h01u,呂布奉先,0.0180,acceptable,
godie-o00k,皮卡娘,godie-o00l,傑洛士,0.0180,acceptable,
community-review-13-20260907,朝田詩乃,godie-emns,夜神月,0.0179,acceptable,
b2-haga,羽賀,community-review-20-20260907,御坂美琴,0.0178,acceptable,
b2-haga,羽賀,godie-h020,莉娜因巴斯,0.0175,acceptable,
godie-etyr,木乃香,godie-hart,克勞德,0.0174,acceptable,
community-review-15-20260907,比利海靈頓,godie-nplh,麻倉葉,0.0173,acceptable,
b2-uncle,異世界舅舅,godie-h02r,妙蛙花,0.0172,acceptable,
community-review-05-20260907,洛克人,godie-u00k,死之王,0.0172,acceptable,
b2-bojji,波吉,godie-u01u,索隆,0.0171,acceptable,
godie-u00k,死之王,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0169,acceptable,
b2-matthias,馬提亞斯,godie-efur,揍敵客大家長－揍敵客桀諾,0.0168,acceptable,
community-review-02-20260907,八神庵,community-review-37-20260907,吉伊卡哇,0.0168,acceptable,
godie-h020,莉娜因巴斯,godie-osam,殺生丸,0.0168,acceptable,
community-review-30-20260907,尼古貓貓,godie-o02p,初音,0.0167,acceptable,
b2-touka,托卡・史考特,godie-u00k,死之王,0.0164,acceptable,
godie-h02r,妙蛙花,godie-osam,殺生丸,0.0164,acceptable,
godie-e002,Saber,godie-u01u,索隆,0.0163,acceptable,
godie-etyr,木乃香,godie-ofar,皮卡丘,0.0163,acceptable,
godie-h02u,草泥馬,godie-u00v,基廉列克,0.0161,acceptable,
community-review-02-20260907,八神庵,godie-e007,天地志狼,0.0160,acceptable,
b2-goblin,哥布林殺手,community-review-27-20260907,庫洛魔法使,0.0158,acceptable,
b2-matthias,馬提亞斯,godie-hart,克勞德,0.0157,acceptable,
b2-uncle,異世界舅舅,godie-ofar,皮卡丘,0.0157,acceptable,
community-review-03-20260907,不知火舞,community-review-37-20260907,吉伊卡哇,0.0157,acceptable,
community-review-24-20260907,奇犽,godie-e001,龍宮禮奈,0.0157,acceptable,
godie-e008,夏娜,godie-ofar,皮卡丘,0.0157,acceptable,
godie-emns,夜神月,godie-h02r,妙蛙花,0.0157,acceptable,
godie-hvsh,Rider,godie-o00x,悟空,0.0157,acceptable,
godie-h01n,黑崎一護,godie-ogld,黑人牙膏,0.0155,acceptable,
godie-h02r,妙蛙花,godie-ogld,黑人牙膏,0.0155,acceptable,
b2-nube,鵺野鳴介,b2-orphen,歐菲,0.0154,acceptable,
community-review-27-20260907,庫洛魔法使,godie-hvwd,桔梗,0.0154,acceptable,
godie-e001,龍宮禮奈,godie-e00r,初號機,0.0154,acceptable,
b2-maple,梅普露,godie-h02r,妙蛙花,0.0153,acceptable,
community-review-24-20260907,奇犽,godie-h00l,林克,0.0153,acceptable,
community-review-32-20260907,阿薩謝爾,godie-ofar,皮卡丘,0.0153,acceptable,
godie-e002,Saber,godie-ofar,皮卡丘,0.0153,acceptable,
godie-hvsh,Rider,godie-u010,飛影,0.0153,acceptable,
godie-hvwd,桔梗,godie-n00b,哆拉A夢,0.0152,acceptable,
community-review-15-20260907,比利海靈頓,godie-ofar,皮卡丘,0.0151,acceptable,
godie-h02k,熊貓,godie-hpal,藤井八雲,0.0151,acceptable,
godie-h02k,熊貓,godie-ofar,皮卡丘,0.0151,acceptable,
b2-luckyman,幸運超人,godie-edem,宇智波佐助,0.0150,acceptable,
community-review-03-20260907,不知火舞,godie-e002,Saber,0.0150,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-h02r,妙蛙花,0.0148,acceptable,
godie-etyr,木乃香,godie-h02r,妙蛙花,0.0148,acceptable,
b2-haga,羽賀,godie-efur,揍敵客大家長－揍敵客桀諾,0.0147,acceptable,
godie-h02u,草泥馬,godie-n01c,勇者小呆,0.0145,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-popp,何布,0.0144,acceptable,
community-review-22-20260907,菜月昴,godie-ofar,皮卡丘,0.0144,acceptable,
b2-matthias,馬提亞斯,godie-ofar,皮卡丘,0.0143,acceptable,
community-review-32-20260907,阿薩謝爾,godie-h02r,妙蛙花,0.0143,acceptable,
godie-e00r,初號機,godie-ofar,皮卡丘,0.0143,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-ofar,皮卡丘,0.0142,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-osam,殺生丸,0.0142,acceptable,
b2-rem,蕾姆,godie-u00j,賽菲洛斯,0.0142,acceptable,
b2-sinbad,辛巴達,godie-ofar,皮卡丘,0.0142,acceptable,
community-review-12-20260907,衛宮士郎,godie-emns,夜神月,0.0141,acceptable,
community-review-15-20260907,比利海靈頓,godie-e00k,安云,0.0141,acceptable,
community-review-27-20260907,庫洛魔法使,godie-e00r,初號機,0.0141,acceptable,
community-review-34-20260907,高速婆婆,community-review-37-20260907,吉伊卡哇,0.0141,acceptable,
godie-e00r,初號機,godie-h00l,林克,0.0141,acceptable,
godie-h02u,草泥馬,godie-u00j,賽菲洛斯,0.0139,acceptable,
b2-takopi,章魚嗶,godie-ofar,皮卡丘,0.0138,acceptable,
community-review-14-20260907,殺老師,godie-ofar,皮卡丘,0.0138,acceptable,
b2-haga,羽賀,godie-ofar,皮卡丘,0.0137,acceptable,
b2-touka,托卡・史考特,godie-ofar,皮卡丘,0.0137,acceptable,
godie-e008,夏娜,godie-h02r,妙蛙花,0.0137,acceptable,
godie-h02r,妙蛙花,godie-u00h,鬼畜狂刀KYO,0.0136,acceptable,
godie-h020,莉娜因巴斯,godie-u01u,索隆,0.0135,acceptable,
godie-h02u,草泥馬,godie-ubal,巴恩大魔王,0.0135,acceptable,
b2-takopi,章魚嗶,community-review-27-20260907,庫洛魔法使,0.0132,acceptable,
b2-orphen,歐菲,godie-h02r,妙蛙花,0.0130,acceptable,
community-review-17-20260907,安茲·烏爾·恭,community-review-32-20260907,阿薩謝爾,0.0130,acceptable,
community-review-24-20260907,奇犽,godie-e00r,初號機,0.0130,acceptable,
b2-bojji,波吉,godie-ofar,皮卡丘,0.0129,acceptable,
b2-guts,凱茲,godie-e002,Saber,0.0129,acceptable,
godie-e001,龍宮禮奈,godie-hpb1,蒼月潮,0.0129,acceptable,
godie-ofar,皮卡丘,godie-orkn,臭作,0.0129,acceptable,
b2-matthias,馬提亞斯,godie-h02r,妙蛙花,0.0128,acceptable,
b2-takopi,章魚嗶,community-review-24-20260907,奇犽,0.0128,acceptable,
community-review-33-20260907,近衛刀太,godie-ofar,皮卡丘,0.0128,acceptable,
godie-e00k,安云,godie-u010,飛影,0.0128,acceptable,
godie-efur,揍敵客大家長－揍敵客桀諾,godie-h02u,草泥馬,0.0128,acceptable,
b2-matthias,馬提亞斯,community-review-12-20260907,衛宮士郎,0.0127,acceptable,
b2-takopi,章魚嗶,godie-h00l,林克,0.0127,acceptable,
community-review-18-20260907,吉爾伽美什,godie-u00k,死之王,0.0127,acceptable,
godie-ofar,皮卡丘,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0127,acceptable,
b2-touka,托卡・史考特,godie-h02r,妙蛙花,0.0126,acceptable,
community-review-05-20260907,洛克人,godie-edem,宇智波佐助,0.0126,acceptable,
godie-ofar,皮卡丘,godie-udea,飛鼠先生,0.0126,acceptable,
b2-rem,蕾姆,godie-h00l,林克,0.0125,acceptable,
b2-takopi,章魚嗶,community-review-05-20260907,洛克人,0.0125,acceptable,
community-review-01-20260907,武藤遊戲,godie-h02u,草泥馬,0.0124,acceptable,
community-review-03-20260907,不知火舞,godie-efur,揍敵客大家長－揍敵客桀諾,0.0124,acceptable,
community-review-30-20260907,尼古貓貓,godie-ofar,皮卡丘,0.0124,acceptable,
godie-hpal,藤井八雲,godie-o00x,悟空,0.0124,acceptable,
community-review-12-20260907,衛宮士郎,godie-n00b,哆拉A夢,0.0123,acceptable,
godie-e002,Saber,godie-u00l,拳四郎,0.0123,acceptable,
godie-h02k,熊貓,godie-h02r,妙蛙花,0.0123,acceptable,
b2-goblin,哥布林殺手,b2-rin,遠坂凜,0.0122,acceptable,
b2-goblin,哥布林殺手,godie-h020,莉娜因巴斯,0.0122,acceptable,
b2-takopi,章魚嗶,godie-hpb1,蒼月潮,0.0122,acceptable,
b2-elma,艾爾瑪,godie-h02r,妙蛙花,0.0121,acceptable,
b2-elma,艾爾瑪,godie-ofar,皮卡丘,0.0121,acceptable,
b2-guts,凱茲,godie-ofar,皮卡丘,0.0121,acceptable,
godie-emns,夜神月,godie-h02k,熊貓,0.0121,acceptable,
b2-takopi,章魚嗶,godie-hblm,慈悲的王者－賈修貝爾,0.0120,acceptable,
b2-popp,何布,godie-ofar,皮卡丘,0.0119,acceptable,
b2-takopi,章魚嗶,community-review-12-20260907,衛宮士郎,0.0119,acceptable,
b2-takopi,章魚嗶,godie-h02r,妙蛙花,0.0119,acceptable,
b2-goblin,哥布林殺手,b2-takopi,章魚嗶,0.0118,acceptable,
godie-e002,Saber,godie-h02r,妙蛙花,0.0118,acceptable,
godie-e00r,初號機,godie-u00k,死之王,0.0118,acceptable,
b2-goblin,哥布林殺手,godie-e00r,初號機,0.0117,acceptable,
community-review-02-20260907,八神庵,godie-h02r,妙蛙花,0.0117,acceptable,
community-review-12-20260907,衛宮士郎,godie-e00r,初號機,0.0117,acceptable,
godie-e00r,初號機,godie-h02r,妙蛙花,0.0117,acceptable,
b2-orphen,歐菲,godie-hvwd,桔梗,0.0115,acceptable,
b2-kumoko,蜘蛛子,godie-ofar,皮卡丘,0.0114,acceptable,
b2-takopi,章魚嗶,godie-hart,克勞德,0.0114,acceptable,
b2-orphen,歐菲,godie-ofar,皮卡丘,0.0112,acceptable,
godie-n00b,哆拉A夢,godie-orkn,臭作,0.0112,acceptable,
b2-takopi,章魚嗶,godie-o00l,傑洛士,0.0111,acceptable,
community-review-22-20260907,菜月昴,godie-h02r,妙蛙花,0.0111,acceptable,
community-review-14-20260907,殺老師,godie-h02r,妙蛙花,0.0110,acceptable,
community-review-22-20260907,菜月昴,godie-h02u,草泥馬,0.0110,acceptable,
godie-e00r,初號機,godie-hpb1,蒼月潮,0.0110,acceptable,
b2-sinbad,辛巴達,godie-h02r,妙蛙花,0.0109,acceptable,
b2-takopi,章魚嗶,community-review-16-20260907,魔法少女☆伊莉雅,0.0109,acceptable,
godie-e00r,初號機,godie-hart,克勞德,0.0109,acceptable,
community-review-15-20260907,比利海靈頓,godie-h02r,妙蛙花,0.0108,acceptable,
community-review-15-20260907,比利海靈頓,godie-o00l,傑洛士,0.0108,acceptable,
godie-h02u,草泥馬,godie-osam,殺生丸,0.0107,acceptable,
b2-guts,凱茲,godie-h02r,妙蛙花,0.0106,acceptable,
b2-takopi,章魚嗶,b2-zenitsu,我妻善逸,0.0106,acceptable,
community-review-05-20260907,洛克人,godie-e00r,初號機,0.0106,acceptable,
godie-e00r,初號機,godie-hblm,慈悲的王者－賈修貝爾,0.0106,acceptable,
community-review-33-20260907,近衛刀太,godie-h02r,妙蛙花,0.0105,acceptable,
b2-takopi,章魚嗶,godie-u00k,死之王,0.0104,acceptable,
godie-emns,夜神月,godie-h02u,草泥馬,0.0104,acceptable,
b2-haga,羽賀,godie-h02r,妙蛙花,0.0103,acceptable,
b2-maple,梅普露,godie-h02u,草泥馬,0.0103,acceptable,
b2-takopi,章魚嗶,community-review-19-20260907,桐谷和人,0.0103,acceptable,
b2-bojji,波吉,godie-hblm,慈悲的王者－賈修貝爾,0.0102,acceptable,
b2-kumoko,蜘蛛子,godie-h02r,妙蛙花,0.0102,acceptable,
community-review-34-20260907,高速婆婆,godie-efur,揍敵客大家長－揍敵客桀諾,0.0102,acceptable,
godie-h02u,草泥馬,godie-ogld,黑人牙膏,0.0102,acceptable,
godie-h02k,熊貓,godie-h02u,草泥馬,0.0100,acceptable,
community-review-03-20260907,不知火舞,godie-h02r,妙蛙花,0.0099,acceptable,
godie-h02r,妙蛙花,godie-orkn,臭作,0.0099,acceptable,
godie-h02r,妙蛙花,godie-udea,飛鼠先生,0.0099,acceptable,
b2-takopi,章魚嗶,community-review-25-20260907,一拳超人,0.0098,acceptable,
b2-takopi,章魚嗶,godie-e00k,安云,0.0098,acceptable,
b2-nube,鵺野鳴介,godie-h02u,草泥馬,0.0097,acceptable,
community-review-24-20260907,奇犽,godie-o02p,初音,0.0097,acceptable,
godie-e008,夏娜,godie-h02u,草泥馬,0.0097,acceptable,
godie-h02r,妙蛙花,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0097,acceptable,
